dt	item_third_cate_name	item_sku_id	gmv	cost_tax	income	grossfit	gross_sales	rebate_amunt_notax	adv_amount	store_fee	deliver_fee	net_profit
2016-04	饮料	1097903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1105137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1109748	0.0	0.0	0.0	0.0	-1.9351733755950897	0.0	0.0	0.0	0.0	-3.6720738367438073
2016-04	饮料	1109752	128658.9598	150086.01429999966	107484.33428358937	-1143.8944999996638	12946.805061255493	17336.034188034188	0.0	4982.742330141377	33447.46214513235	-40354.95174754631
2016-04	饮料	1109755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12442056629902094
2016-04	饮料	1109757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0234978931697489
2016-04	饮料	1109758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1109766	19473.700000000008	15508.349999999993	16460.16825641026	3965.350000000015	3207.003174955816	0.0	0.0	253.15466598516218	2571.6120224099964	-833.2471341435636
2016-04	饮料	1111832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04	饮料	1111833	19417.8	18677.880000000012	16507.29541196582	3405.199999999987	2561.2144900016856	2278.0170940170938	0.0	3397.067781912545	5762.523679485099	-11728.980690954599
2016-04	饮料	1111837	86480.30000000003	84020.04000000011	73049.2740991453	14238.379999999921	12374.26555213663	10066.76923076923	0.0	4629.409837613484	24471.578847400924	-27013.10578999673
2016-04	饮料	1111879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.023497893169748908
2016-04	饮料	1111881	0.0	0.0	0.0	4.03	703.9216169655241	3.444444444444445	0.0	3.735709735998266	0.0	682.4358127163936
2016-04	饮料	1111883	28052.800000000094	24512.09249999997	23753.392792307684	14535.387500000124	11773.821076713317	9397.162393162394	0.0	1152.7689564082423	3306.452633691725	5613.060528343503
